[train_mean][LSTM efficiency] Running on device: cpu
[train_mean][LSTM efficiency] CUDA not available, running on CPU (AMP disabled, CPU-only profiling).
[SPLIT] n=2008 | embargo=0 | train=(0,1405) len=1405 | val=(1405,1706) len=301 | test=(1706,2008) len=302
[efficiency_mean] Epoch 064 | train=0.000999 | val=RMSE:610.06|MAE:517.53|MAPE:16.96% | epoch_time=0.60s
[efficiency_mean] Epoch 065 | train=0.000919 | val=RMSE:600.45|MAE:519.38|MAPE:16.97% | epoch_time=0.59s
[efficiency_mean] Epoch 066 | train=0.000934 | val=RMSE:602.62|MAE:519.16|MAPE:17.00% | epoch_time=0.59s
[efficiency_mean] Epoch 067 | train=0.001005 | val=RMSE:572.80|MAE:499.61|MAPE:16.29% | epoch_time=0.60s
[efficiency_mean] Epoch 068 | train=0.000861 | val=RMSE:590.48|MAE:510.54|MAPE:16.69% | epoch_time=0.60s
[efficiency_mean] Epoch 069 | train=0.000889 | val=RMSE:591.55|MAE:515.66|MAPE:16.83% | epoch_time=0.60s
[efficiency_mean] Epoch 070 | train=0.000888 | val=RMSE:590.80|MAE:513.16|MAPE:16.76% | epoch_time=0.59s
[efficiency_mean] Epoch 071 | train=0.000874 | val=RMSE:577.32|MAE:497.13|MAPE:16.25% | epoch_time=0.60s
[efficiency_mean] Epoch 072 | train=0.000891 | val=RMSE:558.87|MAE:487.59|MAPE:15.86% | epoch_time=0.59s
[efficiency_mean] Epoch 073 | train=0.000985 | val=RMSE:569.82|MAE:498.22|MAPE:16.28% | epoch_time=0.58s
[efficiency_mean] Epoch 074 | train=0.000830 | val=RMSE:573.53|MAE:496.84|MAPE:16.22% | epoch_time=0.58s
[efficiency_mean] Epoch 075 | train=0.000856 | val=RMSE:603.09|MAE:527.97|MAPE:17.26% | epoch_time=0.59s
[efficiency_mean] Epoch 076 | train=0.000742 | val=RMSE:577.38|MAE:512.51|MAPE:16.68% | epoch_time=0.61s
[efficiency_mean] Epoch 077 | train=0.000893 | val=RMSE:591.02|MAE:518.85|MAPE:16.91% | epoch_time=0.61s
[efficiency_mean] Epoch 078 | train=0.000826 | val=RMSE:579.77|MAE:511.84|MAPE:16.70% | epoch_time=0.61s
[efficiency_mean] Epoch 079 | train=0.000697 | val=RMSE:574.72|MAE:506.02|MAPE:16.47% | epoch_time=0.60s
[efficiency_mean] Epoch 080 | train=0.000869 | val=RMSE:534.32|MAE:467.29|MAPE:15.19% | epoch_time=0.60s
[efficiency_mean] Epoch 081 | train=0.000865 | val=RMSE:566.29|MAE:488.95|MAPE:15.97% | epoch_time=0.60s
[efficiency_mean] Epoch 082 | train=0.000863 | val=RMSE:534.82|MAE:469.42|MAPE:15.23% | epoch_time=0.60s
[efficiency_mean] Epoch 083 | train=0.000826 | val=RMSE:628.47|MAE:541.84|MAPE:17.75% | epoch_time=0.60s
[efficiency_mean] Epoch 084 | train=0.000914 | val=RMSE:577.06|MAE:502.92|MAPE:16.37% | epoch_time=0.60s
[efficiency_mean] Epoch 085 | train=0.000875 | val=RMSE:546.26|MAE:486.08|MAPE:15.78% | epoch_time=0.60s
[efficiency_mean] Epoch 086 | train=0.000776 | val=RMSE:577.17|MAE:506.13|MAPE:16.47% | epoch_time=0.58s
[efficiency_mean] Epoch 087 | train=0.000790 | val=RMSE:568.24|MAE:500.23|MAPE:16.28% | epoch_time=0.58s
[efficiency_mean] Epoch 088 | train=0.000767 | val=RMSE:581.79|MAE:504.71|MAPE:16.48% | epoch_time=0.59s
[efficiency_mean] Epoch 089 | train=0.000850 | val=RMSE:580.91|MAE:509.35|MAPE:16.63% | epoch_time=0.60s
[efficiency_mean] Epoch 090 | train=0.000887 | val=RMSE:605.41|MAE:532.09|MAPE:17.42% | epoch_time=0.59s
[efficiency_mean] Epoch 091 | train=0.000910 | val=RMSE:597.28|MAE:525.13|MAPE:17.12% | epoch_time=0.59s
[efficiency_mean] Epoch 092 | train=0.000762 | val=RMSE:622.46|MAE:539.14|MAPE:17.65% | epoch_time=0.58s
[efficiency_mean] Epoch 093 | train=0.000781 | val=RMSE:606.91|MAE:530.71|MAPE:17.26% | epoch_time=0.59s
[efficiency_mean] Epoch 094 | train=0.000773 | val=RMSE:583.61|MAE:514.92|MAPE:16.78% | epoch_time=0.58s
[efficiency_mean] Epoch 095 | train=0.000740 | val=RMSE:611.71|MAE:532.92|MAPE:17.39% | epoch_time=0.59s
[efficiency_mean] Epoch 096 | train=0.000708 | val=RMSE:597.60|MAE:522.56|MAPE:17.06% | epoch_time=0.59s
[efficiency_mean] Epoch 097 | train=0.000713 | val=RMSE:613.73|MAE:538.21|MAPE:17.61% | epoch_time=0.59s
[efficiency_mean] Epoch 098 | train=0.000789 | val=RMSE:596.73|MAE:527.82|MAPE:17.19% | epoch_time=0.59s
[efficiency_mean] Epoch 099 | train=0.000841 | val=RMSE:620.81|MAE:543.26|MAPE:17.77% | epoch_time=0.58s
[efficiency_mean] Epoch 100 | train=0.000810 | val=RMSE:605.52|MAE:528.76|MAPE:17.28% | epoch_time=0.59s
Saved loss curves: TLKM_mean_training_loss_curve.png, TLKM_mean_validation_rmse_curve.png
================================================================================
Run timestamp: 2025-11-11 03:38:00
Ticker: TLKM
[efficiency_mean] Done. Total elapsed: 83.84s
[efficiency_mean] Test RMSE=1276.10 MAE=1231.88 MAPE=46.99%
[train_mean][LSTM efficiency] Done on device: cpu
[save_metrics] Final metrics in: /home/ubuntu/skripsi_2602214545/lstm/efficiency/results/metrics
[save_metrics] Files: TLKM_mean_val_metrics.(json|txt), TLKM_mean_test_metrics.(json|txt)
================================================================================

