[train_close][LSTM efficiency] Running on device: cpu
[train_close][LSTM efficiency] CUDA not available, running on CPU (AMP disabled, CPU-only profiling).
[SPLIT] n=2008 | embargo=0 | train=(0,1405) len=1405 | val=(1405,1706) len=301 | test=(1706,2008) len=302
[efficiency_close] Epoch 085 | train=0.000916 | val=RMSE:460.32|MAE:412.77|MAPE:29.23% | epoch_time=0.63s
[efficiency_close] Epoch 086 | train=0.000853 | val=RMSE:457.04|MAE:407.23|MAPE:28.88% | epoch_time=0.64s
[efficiency_close] Epoch 087 | train=0.000883 | val=RMSE:500.74|MAE:455.34|MAPE:32.12% | epoch_time=0.63s
[efficiency_close] Epoch 088 | train=0.000851 | val=RMSE:449.34|MAE:402.11|MAPE:28.48% | epoch_time=0.63s
[efficiency_close] Epoch 089 | train=0.000863 | val=RMSE:482.28|MAE:433.71|MAPE:30.70% | epoch_time=0.61s
[efficiency_close] Epoch 090 | train=0.000848 | val=RMSE:453.77|MAE:404.48|MAPE:28.63% | epoch_time=0.65s
[efficiency_close] Epoch 091 | train=0.000939 | val=RMSE:483.31|MAE:437.16|MAPE:30.88% | epoch_time=0.65s
[efficiency_close] Epoch 092 | train=0.000919 | val=RMSE:431.28|MAE:383.81|MAPE:27.21% | epoch_time=0.65s
[efficiency_close] Epoch 093 | train=0.000942 | val=RMSE:436.98|MAE:383.37|MAPE:27.25% | epoch_time=0.65s
[efficiency_close] Epoch 094 | train=0.000864 | val=RMSE:474.79|MAE:427.83|MAPE:30.25% | epoch_time=0.63s
[efficiency_close] Epoch 095 | train=0.000869 | val=RMSE:473.04|MAE:429.67|MAPE:30.29% | epoch_time=0.63s
[efficiency_close] Epoch 096 | train=0.000809 | val=RMSE:536.31|MAE:494.83|MAPE:34.78% | epoch_time=0.63s
[efficiency_close] Epoch 097 | train=0.000738 | val=RMSE:477.07|MAE:426.61|MAPE:30.19% | epoch_time=0.63s
[efficiency_close] Epoch 098 | train=0.000796 | val=RMSE:510.61|MAE:461.88|MAPE:32.59% | epoch_time=0.61s
[efficiency_close] Epoch 099 | train=0.000801 | val=RMSE:470.16|MAE:416.46|MAPE:29.52% | epoch_time=0.61s
[efficiency_close] Epoch 100 | train=0.000852 | val=RMSE:448.35|MAE:384.16|MAPE:27.40% | epoch_time=0.61s
Saved loss curves: ANTM_close_training_loss_curve.png, ANTM_close_validation_rmse_curve.png
================================================================================
Run timestamp: 2025-11-11 02:13:45
Ticker: ANTM
[efficiency_close] Done. Total elapsed: 88.58s
[efficiency_close] Test RMSE=701.54 MAE=575.32 MAPE=24.00%
[train_close][LSTM efficiency] Done on device: cpu
[save_metrics] Final metrics in: /home/ubuntu/skripsi_2602214545/lstm/efficiency/results/metrics
[save_metrics] Files: ANTM_close_val_metrics.(json|txt), ANTM_close_test_metrics.(json|txt)
================================================================================

