[train_mean][LSTM efficiency] Running on device: cpu
[train_mean][LSTM efficiency] CUDA not available, running on CPU (AMP disabled, CPU-only profiling).
[SPLIT] n=2008 | embargo=0 | train=(0,1405) len=1405 | val=(1405,1706) len=301 | test=(1706,2008) len=302
[efficiency_mean] Epoch 058 | train=0.000750 | val=RMSE:1185.01|MAE:1080.94|MAPE:10.72% | epoch_time=0.58s
[efficiency_mean] Epoch 059 | train=0.000730 | val=RMSE:1115.28|MAE:1010.88|MAPE:10.02% | epoch_time=0.58s
[efficiency_mean] Epoch 060 | train=0.000691 | val=RMSE:1206.56|MAE:1112.04|MAPE:11.04% | epoch_time=0.59s
[efficiency_mean] Epoch 061 | train=0.000745 | val=RMSE:1234.71|MAE:1134.51|MAPE:11.27% | epoch_time=0.58s
[efficiency_mean] Epoch 062 | train=0.000776 | val=RMSE:1100.88|MAE:977.10|MAPE:9.68% | epoch_time=0.58s
[efficiency_mean] Epoch 063 | train=0.000647 | val=RMSE:1177.24|MAE:1081.04|MAPE:10.73% | epoch_time=0.59s
[efficiency_mean] Epoch 064 | train=0.000675 | val=RMSE:1163.47|MAE:1059.69|MAPE:10.51% | epoch_time=0.58s
[efficiency_mean] Epoch 065 | train=0.000625 | val=RMSE:1186.90|MAE:1081.03|MAPE:10.73% | epoch_time=0.58s
[efficiency_mean] Epoch 066 | train=0.000750 | val=RMSE:1009.71|MAE:900.65|MAPE:8.92% | epoch_time=0.58s
[efficiency_mean] Epoch 067 | train=0.000781 | val=RMSE:1204.69|MAE:1092.92|MAPE:10.84% | epoch_time=0.59s
[efficiency_mean] Epoch 068 | train=0.000685 | val=RMSE:1330.53|MAE:1239.01|MAPE:12.32% | epoch_time=0.58s
[efficiency_mean] Epoch 069 | train=0.000607 | val=RMSE:1121.64|MAE:1019.33|MAPE:10.11% | epoch_time=0.59s
[efficiency_mean] Epoch 070 | train=0.000606 | val=RMSE:1270.45|MAE:1167.52|MAPE:11.59% | epoch_time=0.58s
[efficiency_mean] Epoch 071 | train=0.000634 | val=RMSE:1255.05|MAE:1161.71|MAPE:11.54% | epoch_time=0.59s
[efficiency_mean] Epoch 072 | train=0.000610 | val=RMSE:1208.82|MAE:1103.34|MAPE:10.95% | epoch_time=0.58s
[efficiency_mean] Epoch 073 | train=0.000659 | val=RMSE:1137.40|MAE:1027.75|MAPE:10.19% | epoch_time=0.58s
[efficiency_mean] Epoch 074 | train=0.000610 | val=RMSE:1242.50|MAE:1133.07|MAPE:11.25% | epoch_time=0.58s
[efficiency_mean] Epoch 075 | train=0.000634 | val=RMSE:1226.56|MAE:1133.67|MAPE:11.26% | epoch_time=0.57s
[efficiency_mean] Epoch 076 | train=0.000628 | val=RMSE:1255.60|MAE:1163.88|MAPE:11.57% | epoch_time=0.59s
[efficiency_mean] Epoch 077 | train=0.000594 | val=RMSE:1332.52|MAE:1233.12|MAPE:12.25% | epoch_time=0.58s
[efficiency_mean] Epoch 078 | train=0.000616 | val=RMSE:1192.45|MAE:1079.71|MAPE:10.71% | epoch_time=0.57s
[efficiency_mean] Epoch 079 | train=0.000620 | val=RMSE:1224.54|MAE:1102.29|MAPE:10.93% | epoch_time=0.58s
[efficiency_mean] Epoch 080 | train=0.000662 | val=RMSE:1196.19|MAE:1087.36|MAPE:10.79% | epoch_time=0.58s
[efficiency_mean] Epoch 081 | train=0.000659 | val=RMSE:1184.21|MAE:1080.30|MAPE:10.72% | epoch_time=0.58s
[efficiency_mean] Epoch 082 | train=0.000631 | val=RMSE:1192.62|MAE:1080.10|MAPE:10.71% | epoch_time=0.57s
[efficiency_mean] Epoch 083 | train=0.000539 | val=RMSE:1143.26|MAE:1036.71|MAPE:10.28% | epoch_time=0.57s
[efficiency_mean] Epoch 084 | train=0.000556 | val=RMSE:1155.58|MAE:1051.94|MAPE:10.43% | epoch_time=0.57s
[efficiency_mean] Epoch 085 | train=0.000562 | val=RMSE:1121.83|MAE:1013.37|MAPE:10.05% | epoch_time=0.57s
[efficiency_mean] Epoch 086 | train=0.000572 | val=RMSE:1163.88|MAE:1056.68|MAPE:10.48% | epoch_time=0.57s
[efficiency_mean] Epoch 087 | train=0.000560 | val=RMSE:1169.79|MAE:1066.29|MAPE:10.58% | epoch_time=0.59s
[efficiency_mean] Epoch 088 | train=0.000581 | val=RMSE:1196.90|MAE:1083.19|MAPE:10.74% | epoch_time=0.58s
[efficiency_mean] Epoch 089 | train=0.000525 | val=RMSE:1248.64|MAE:1148.71|MAPE:11.41% | epoch_time=0.59s
[efficiency_mean] Epoch 090 | train=0.000590 | val=RMSE:1227.38|MAE:1114.45|MAPE:11.05% | epoch_time=0.60s
[efficiency_mean] Epoch 091 | train=0.000548 | val=RMSE:1180.06|MAE:1059.28|MAPE:10.50% | epoch_time=0.59s
[efficiency_mean] Epoch 092 | train=0.000537 | val=RMSE:1096.12|MAE:977.52|MAPE:9.68% | epoch_time=0.58s
[efficiency_mean] Epoch 093 | train=0.000580 | val=RMSE:1194.66|MAE:1086.50|MAPE:10.78% | epoch_time=0.58s
[efficiency_mean] Epoch 094 | train=0.000597 | val=RMSE:1129.02|MAE:1032.63|MAPE:10.24% | epoch_time=0.58s
[efficiency_mean] Epoch 095 | train=0.000582 | val=RMSE:1194.55|MAE:1067.15|MAPE:10.58% | epoch_time=0.58s
[efficiency_mean] Epoch 096 | train=0.000515 | val=RMSE:1209.50|MAE:1099.07|MAPE:10.90% | epoch_time=0.58s
[efficiency_mean] Epoch 097 | train=0.000536 | val=RMSE:1174.70|MAE:1069.19|MAPE:10.61% | epoch_time=0.58s
[efficiency_mean] Epoch 098 | train=0.000584 | val=RMSE:1174.03|MAE:1057.77|MAPE:10.49% | epoch_time=0.59s
[efficiency_mean] Epoch 099 | train=0.000555 | val=RMSE:1139.17|MAE:1040.24|MAPE:10.32% | epoch_time=0.57s
[efficiency_mean] Epoch 100 | train=0.000568 | val=RMSE:1173.40|MAE:1076.96|MAPE:10.70% | epoch_time=0.58s
Saved loss curves: BBCA_mean_training_loss_curve.png, BBCA_mean_validation_rmse_curve.png
================================================================================
Run timestamp: 2025-11-11 03:30:59
Ticker: BBCA
[efficiency_mean] Done. Total elapsed: 82.29s
[efficiency_mean] Test RMSE=930.85 MAE=781.05 MAPE=8.34%
[train_mean][LSTM efficiency] Done on device: cpu
[save_metrics] Final metrics in: /home/ubuntu/skripsi_2602214545/lstm/efficiency/results/metrics
[save_metrics] Files: BBCA_mean_val_metrics.(json|txt), BBCA_mean_test_metrics.(json|txt)
================================================================================

